"Reaction ID","Subsystem"
"R_G3PD5","Oxidative Phosphorylation"
"R_POX","Oxidative Phosphorylation"
"R_G3PD7","Oxidative Phosphorylation"
"R_NADH9","Oxidative Phosphorylation"
"R_NADH10","Oxidative Phosphorylation"
"R_DMSOR1","Oxidative Phosphorylation"
"R_DMSOR2","Oxidative Phosphorylation"
"R_G3PD6","Oxidative Phosphorylation"
"R_CRNBTCT","Oxidative Phosphorylation"
"R_CRNCBCT","Oxidative Phosphorylation"
"R_CRNCDH","Oxidative Phosphorylation"
"R_TMAOR1","Oxidative Phosphorylation"
"R_TMAOR2","Oxidative Phosphorylation"
"R_TRDR","Oxidative Phosphorylation"
"R_NADTRHD","Oxidative Phosphorylation"
"R_NTRIR2x","Oxidative Phosphorylation"
"R_NADH5","Oxidative Phosphorylation"
"R_NO3R2pp","Oxidative Phosphorylation"
"R_THD2pp","Oxidative Phosphorylation"
"R_TMAOR1pp","Oxidative Phosphorylation"
"R_TMAOR2pp","Oxidative Phosphorylation"
"R_DMSOR1pp","Oxidative Phosphorylation"
"R_CYTBDpp","Oxidative Phosphorylation"
"R_CYTBD2pp","Oxidative Phosphorylation"
"R_ATPS4rpp","Oxidative Phosphorylation"
"R_GLCDpp","Oxidative Phosphorylation"
"R_HYD2pp","Oxidative Phosphorylation"
"R_PPK2","Oxidative Phosphorylation"
"R_L-LACD3","Oxidative Phosphorylation"
"R_L-LACD2","Oxidative Phosphorylation"
"R_NADPHQR2","Oxidative Phosphorylation"
"R_NADPHQR3","Oxidative Phosphorylation"
"R_NADPHQR4","Oxidative Phosphorylation"
"R_PPK","Oxidative Phosphorylation"
"R_CRNCAR","Oxidative Phosphorylation"
"R_DMSOR2pp","Oxidative Phosphorylation"
"R_HYD3pp","Oxidative Phosphorylation"
"R_NO3R1pp","Oxidative Phosphorylation"
"R_LDH_D2","Oxidative Phosphorylation"
"R_QMO2","Oxidative Phosphorylation"
"R_QMO3","Oxidative Phosphorylation"
"R_HYD1pp","Oxidative Phosphorylation"
"R_CYTBO3_4pp","Oxidative Phosphorylation"
"R_SUCDi","Oxidative Phosphorylation"
"R_NADH16pp","Oxidative Phosphorylation"
"R_NADH18pp","Oxidative Phosphorylation"
"R_CTBTCAL2","Oxidative Phosphorylation"
"R_CRNDCAL2","Oxidative Phosphorylation"
"R_CRNCAL2","Oxidative Phosphorylation"
"R_NADH17pp","Oxidative Phosphorylation"
"R_FDH4pp","Oxidative Phosphorylation"
"R_FDH5pp","Oxidative Phosphorylation"
"R_PFK_3","Pentose Phosphate Pathway"
"R_EDA","Pentose Phosphate Pathway"
"R_PGL","Pentose Phosphate Pathway"
"R_RPE","Pentose Phosphate Pathway"
"R_TALA","Pentose Phosphate Pathway"
"R_TKT1","Pentose Phosphate Pathway"
"R_EDD","Pentose Phosphate Pathway"
"R_GND","Pentose Phosphate Pathway"
"R_G6PDH2r","Pentose Phosphate Pathway"
"R_FBA3","Pentose Phosphate Pathway"
"R_TKT2","Pentose Phosphate Pathway"
"R_RPI","Pentose Phosphate Pathway"
"R_DHORD5","Purine and Pyrimidine Biosynthesis"
"R_IMPC","Purine and Pyrimidine Biosynthesis"
"R_IMPD","Purine and Pyrimidine Biosynthesis"
"R_DHORTS","Purine and Pyrimidine Biosynthesis"
"R_OMPDC","Purine and Pyrimidine Biosynthesis"
"R_ORPT","Purine and Pyrimidine Biosynthesis"
"R_AIRC3","Purine and Pyrimidine Biosynthesis"
"R_ADSL2r","Purine and Pyrimidine Biosynthesis"
"R_DHORD2","Purine and Pyrimidine Biosynthesis"
"R_GMPS2","Purine and Pyrimidine Biosynthesis"
"R_CTPS2","Purine and Pyrimidine Biosynthesis"
"R_ADSS","Purine and Pyrimidine Biosynthesis"
"R_ASPCT","Purine and Pyrimidine Biosynthesis"
"R_AIRC2","Purine and Pyrimidine Biosynthesis"
"R_GART","Purine and Pyrimidine Biosynthesis"
"R_GLUPRT","Purine and Pyrimidine Biosynthesis"
"R_GMPR","Purine and Pyrimidine Biosynthesis"
"R_GARFT","Purine and Pyrimidine Biosynthesis"
"R_PRAGSr","Purine and Pyrimidine Biosynthesis"
"R_PRFGS","Purine and Pyrimidine Biosynthesis"
"R_GMPS","Purine and Pyrimidine Biosynthesis"
"R_PRASCSi","Purine and Pyrimidine Biosynthesis"
"R_YUMPS","Purine and Pyrimidine Biosynthesis"
"R_ADSL1r","Purine and Pyrimidine Biosynthesis"
"R_AICART","Purine and Pyrimidine Biosynthesis"
"R_PRAIS","Purine and Pyrimidine Biosynthesis"
"R_DHORDfum","Purine and Pyrimidine Biosynthesis"
"R_PSURIK","Purine and Pyrimidine Biosynthesis"
"R_PNSPA","Purine and Pyrimidine Biosynthesis"
"R_ACALD","Pyruvate Metabolism"
"R_ACS","Pyruvate Metabolism"
"R_ALCD2x","Pyruvate Metabolism"
"R_PFL","Pyruvate Metabolism"
"R_PTAr","Pyruvate Metabolism"
"R_ACKr","Pyruvate Metabolism"
"R_OAADC","Pyruvate Metabolism"
"R_FHL","Pyruvate Metabolism"
"R_LDH_D","Pyruvate Metabolism"
"R_POR5","Pyruvate Metabolism"
"R_LYSAM","Thr and Lys Metabolism"
"R_SDPDS","Thr and Lys Metabolism"
"R_AOBUTDs","Thr and Lys Metabolism"
"R_DAPE","Thr and Lys Metabolism"
"R_DHDPRy","Thr and Lys Metabolism"
"R_HSK","Thr and Lys Metabolism"
"R_SDPTA","Thr and Lys Metabolism"
"R_THRS","Thr and Lys Metabolism"
"R_ASPK","Thr and Lys Metabolism"
"R_ASAD","Thr and Lys Metabolism"
"R_DAPDC","Thr and Lys Metabolism"
"R_DHDPS","Thr and Lys Metabolism"
"R_HSDy","Thr and Lys Metabolism"
"R_PTHRpp","Thr and Lys Metabolism"
"R_THDPS","Thr and Lys Metabolism"
"R_LYSDC","Thr and Lys Metabolism"
"R_THRA2","Thr and Lys Metabolism"
"R_ATHRDHr","Thr and Lys Metabolism"
"R_THRA","Thr and Lys Metabolism"
"R_APPLDHr","Thr and Lys Metabolism"
"R_TRPS2","Thr and Lys Metabolism"
"R_SHK3Dr","Thr and Lys Metabolism"
"R_PSCVT","Thr and Lys Metabolism"
"R_ANS","Thr and Lys Metabolism"
"R_ANPRT","Thr and Lys Metabolism"
"R_CHORM","Thr and Lys Metabolism"
"R_CHORS","Thr and Lys Metabolism"
"R_IGPS","Thr and Lys Metabolism"
"R_TRPAS2","Thr and Lys Metabolism"
"R_DHQTi","Tyr, Trp, and Phe Metabolism"
"R_TRPS3","Tyr, Trp, and Phe Metabolism"
"R_PPNDH","Tyr, Trp, and Phe Metabolism"
"R_DDPA","Tyr, Trp, and Phe Metabolism"
"R_PHETA1","Tyr, Trp, and Phe Metabolism"
"R_PPND","Tyr, Trp, and Phe Metabolism"
"R_TRPS1","Tyr, Trp, and Phe Metabolism"
"R_ACANTHAT","Tyr, Trp, and Phe Metabolism"
"R_TYRPpp","Tyr, Trp, and Phe Metabolism"
"R_PRAIi","Tyr, Trp, and Phe Metabolism"
"R_TYRTA","Tyr, Trp, and Phe Metabolism"
"R_SHKK","Tyr, Trp, and Phe Metabolism"
"R_DHQS","Tyr, Trp, and Phe Metabolism"
"R_QUINDHyi","Tyr, Trp, and Phe Metabolism"
"R_QUINDH","Tyr, Trp, and Phe Metabolism"
"R_NMNt7pp","Transport, Inner Membrane"
"R_PYRt2rpp","Transport, Inner Membrane"
"R_XANtpp","Transport, Inner Membrane"
"R_SUCCt2_2pp","Transport, Inner Membrane"
"R_SUCFUMtpp","Transport, Inner Membrane"
"R_SUCptspp","Transport, Inner Membrane"
"R_TARTRt7pp","Transport, Inner Membrane"
"R_TAURabcpp","Transport, Inner Membrane"
"R_THMDt2pp_copy1","Transport, Inner Membrane"
"R_AKGt2rpp","Transport, Inner Membrane"
"R_XYLt2pp","Transport, Inner Membrane"
"R_THMabcpp","Transport, Inner Membrane"
"R_THMDt2pp_copy2","Transport, Inner Membrane"
"R_THRabcpp","Transport, Inner Membrane"
"R_TREptspp","Transport, Inner Membrane"
"R_TRPt2rpp","Transport, Inner Membrane"
"R_TYRt2rpp","Transport, Inner Membrane"
"R_URIt2pp_copy1","Transport, Inner Membrane"
"R_URIt2pp_copy2","Transport, Inner Membrane"
"R_VALabcpp","Transport, Inner Membrane"
"R_XTSNt2rpp","Transport, Inner Membrane"
"R_XYLabcpp","Transport, Inner Membrane"
"R_XYLUt2pp","Transport, Inner Membrane"
"R_THRt4pp","Transport, Inner Membrane"
"R_CBL1abcpp","Transport, Inner Membrane"
"R_ACACt2pp","Transport, Inner Membrane"
"R_ACGAptspp","Transport, Inner Membrane"
"R_ACMANAptspp","Transport, Inner Membrane"
"R_ACNAMt2pp","Transport, Inner Membrane"
"R_ARBt2rpp","Transport, Inner Membrane"
"R_DAPabcpp","Transport, Inner Membrane"
"R_CO2tpp","Transport, Inner Membrane"
"R_DHAtpp","Transport, Inner Membrane"
"R_ARGabcpp","Transport, Inner Membrane"
"R_ARGAGMt7pp","Transport, Inner Membrane"
"R_ASCBptspp","Transport, Inner Membrane"
"R_ASNt2rpp","Transport, Inner Membrane"
"R_ASPabcpp","Transport, Inner Membrane"
"R_ASPt2pp","Transport, Inner Membrane"
"R_ASPt2_2pp","Transport, Inner Membrane"
"R_ASPt2_3pp","Transport, Inner Membrane"
"R_GALCTt2rpp","Transport, Inner Membrane"
"R_GALt2pp","Transport, Inner Membrane"
"R_ABUTt2pp","Transport, Inner Membrane"
"R_CYSabcpp","Transport, Inner Membrane"
"R_SBTptspp","Transport, Inner Membrane"
"R_ACALDtpp","Transport, Inner Membrane"
"R_ACt2rpp","Transport, Inner Membrane"
"R_ACt4pp","Transport, Inner Membrane"
"R_ADEt2rpp","Transport, Inner Membrane"
"R_ADNt2pp_copy1","Transport, Inner Membrane"
"R_ADNt2pp_copy2","Transport, Inner Membrane"
"R_ALAabcpp","Transport, Inner Membrane"
"R_ALLabcpp","Transport, Inner Membrane"
"R_ALLTNt2rpp","Transport, Inner Membrane"
"R_ARBabcpp","Transport, Inner Membrane"
"R_GUAtpp","Transport, Inner Membrane"
"R_HYXNtpp","Transport, Inner Membrane"
"R_NACtpp","Transport, Inner Membrane"
"R_CITt7pp","Transport, Inner Membrane"
"R_CRNt7pp","Transport, Inner Membrane"
"R_CHLabcpp","Transport, Inner Membrane"
"R_DGSNt2pp","Transport, Inner Membrane"
"R_DINSt2pp","Transport, Inner Membrane"
"R_DURIt2pp","Transport, Inner Membrane"
"R_FRUptspp","Transport, Inner Membrane"
"R_FUCtpp","Transport, Inner Membrane"
"R_FUMt2_2pp","Transport, Inner Membrane"
"R_FUMt2_3pp","Transport, Inner Membrane"
"R_CSNt2pp","Transport, Inner Membrane"
"R_CYNTt2pp","Transport, Inner Membrane"
"R_CYTDt2pp_copy1","Transport, Inner Membrane"
"R_CYTDt2pp_copy2","Transport, Inner Membrane"
"R_DADNt2pp","Transport, Inner Membrane"
"R_DCYTt2pp","Transport, Inner Membrane"
"R_DDGLCNt2rpp","Transport, Inner Membrane"
"R_CYSabc2pp","Transport, Inner Membrane"
"R_CBIuabcpp","Transport, Inner Membrane"
"R_BUTt2rpp","Transport, Inner Membrane"
"R_CADVtpp","Transport, Inner Membrane"
"R_FORtppi","Transport, Inner Membrane"
"R_BUTSO3abcpp","Transport, Inner Membrane"
"R_ETHSO3abcpp","Transport, Inner Membrane"
"R_FEENTERtpp","Transport, Inner Membrane"
"R_PTRCt2pp","Transport, Inner Membrane"
"R_SULFACabcpp","Transport, Inner Membrane"
"R_PHEMEabcpp","Transport, Inner Membrane"
"R_METSOX1abcpp","Transport, Inner Membrane"
"R_CRNt8pp","Transport, Inner Membrane"
"R_CRNt2rpp","Transport, Inner Membrane"
"R_CRNDt2rpp","Transport, Inner Membrane"
"R_CTBTt2rpp","Transport, Inner Membrane"
"R_PACALDt2rpp","Transport, Inner Membrane"
"R_LIPOt2pp","Transport, Inner Membrane"
"R_INOSTt4pp","Transport, Inner Membrane"
"R_METSOX2abcpp","Transport, Inner Membrane"
"R_FALDtpp","Transport, Inner Membrane"
"R_ISETACabcpp","Transport, Inner Membrane"
"R_MSO3abcpp","Transport, Inner Membrane"
"R_SKMt2pp","Transport, Inner Membrane"
"R_CPGNabcpp","Transport, Inner Membrane"
"R_IDONt2rpp","Transport, Inner Membrane"
"R_ILEabcpp","Transport, Inner Membrane"
"R_INDOLEt2pp","Transport, Inner Membrane"
"R_INSt2pp","Transport, Inner Membrane"
"R_LYXt2pp","Transport, Inner Membrane"
"R_LEUabcpp","Transport, Inner Membrane"
"R_L-LACt2rpp","Transport, Inner Membrane"
"R_MALt2_2pp","Transport, Inner Membrane"
"R_MALt2_3pp","Transport, Inner Membrane"
"R_MALTabcpp","Transport, Inner Membrane"
"R_MALTHXabcpp","Transport, Inner Membrane"
"R_MALTPTabcpp","Transport, Inner Membrane"
"R_MALTTRabcpp","Transport, Inner Membrane"
"R_MALTTTRabcpp","Transport, Inner Membrane"
"R_MAN6Pt6_2pp","Transport, Inner Membrane"
"R_MANGLYCptspp","Transport, Inner Membrane"
"R_MELIBt2pp","Transport, Inner Membrane"
"R_METabcpp","Transport, Inner Membrane"
"R_RMNtpp","Transport, Inner Membrane"
"R_SERt4pp","Transport, Inner Membrane"
"R_SUCCt2_3pp","Transport, Inner Membrane"
"R_MNLptspp","Transport, Inner Membrane"
"R_NMNPtpp","Transport, Inner Membrane"
"R_ORNabcpp","Transport, Inner Membrane"
"R_PNTOt4pp","Transport, Inner Membrane"
"R_METDabcpp","Transport, Inner Membrane"
"R_PROabcpp","Transport, Inner Membrane"
"R_PROt2rpp","Transport, Inner Membrane"
"R_PROt4pp","Transport, Inner Membrane"
"R_PTRCabcpp","Transport, Inner Membrane"
"R_ADOCBLabcpp","Transport, Inner Membrane"
"R_CRNabcpp","Transport, Inner Membrane"
"R_CRNDabcpp","Transport, Inner Membrane"
"R_CTBTabcpp","Transport, Inner Membrane"
"R_RIBabcpp","Transport, Inner Membrane"
"R_MMETt2pp","Transport, Inner Membrane"
"R_GLNabcpp","Transport, Inner Membrane"
"R_GLUabcpp","Transport, Inner Membrane"
"R_GLUABUTt7pp","Transport, Inner Membrane"
"R_GLUt2rpp","Transport, Inner Membrane"
"R_GLUt4pp","Transport, Inner Membrane"
"R_GLYALDtpp","Transport, Inner Membrane"
"R_LCTSt3ipp","Transport, Inner Membrane"
"R_ARBt3ipp","Transport, Inner Membrane"
"R_14GLUCANabcpp","Transport, Inner Membrane"
"R_FRUURt2rpp","Transport, Inner Membrane"
"R_GLYCAt2rpp","Transport, Inner Membrane"
"R_GLYBabcpp","Transport, Inner Membrane"
"R_GLYC3Pt6pp","Transport, Inner Membrane"
"R_GLYCLTt4pp","Transport, Inner Membrane"
"R_GLYCtpp","Transport, Inner Membrane"
"R_H2Otpp","Transport, Inner Membrane"
"R_HCINNMt2rpp","Transport, Inner Membrane"
"R_HISabcpp","Transport, Inner Membrane"
"R_HISt2rpp","Transport, Inner Membrane"
"R_LYSabcpp","Transport, Inner Membrane"
"R_GALTptspp","Transport, Inner Membrane"
"R_GALURt2rpp","Transport, Inner Membrane"
"R_GLCNt2rpp","Transport, Inner Membrane"
"R_GLCptspp","Transport, Inner Membrane"
"R_GLCRt2rpp","Transport, Inner Membrane"
"R_GLCt2pp","Transport, Inner Membrane"
"R_GLCURt2rpp","Transport, Inner Membrane"
"R_ACMUMptspp","Transport, Inner Membrane"
"R_UREAtpp","Transport, Inner Membrane"
"R_XANt2pp","Transport, Inner Membrane"
"R_GLYC3Pabcpp","Transport, Inner Membrane"
"R_PPPNt2rpp","Transport, Inner Membrane"
"R_PTRCORNt7pp","Transport, Inner Membrane"
"R_SPMDabcpp","Transport, Inner Membrane"
"R_ARBTNabcpp","Transport, Inner Membrane"
"R_ASO3t8pp","Transport, Inner Membrane"
"R_FORt2pp","Transport, Inner Membrane"
"R_GALabcpp","Transport, Inner Membrane"
"R_GLYCLTt2rpp","Transport, Inner Membrane"
"R_GUAt2pp","Transport, Inner Membrane"
"R_HPPPNt2rpp","Transport, Inner Membrane"
"R_H2St1pp","Transport, Inner Membrane"
"R_MANptspp","Transport, Inner Membrane"
"R_ARGORNt7pp","Transport, Inner Membrane"
"R_CELBpts","Transport, Inner Membrane"
"R_MALTptspp","Transport, Inner Membrane"
"R_FRUpts2pp","Transport, Inner Membrane"
"R_G6Pt6_2pp","Transport, Inner Membrane"
"R_THRt2pp","Transport, Inner Membrane"
"R_CYSDabcpp","Transport, Inner Membrane"
"R_GLCabcpp","Transport, Inner Membrane"
"R_MNt2pp","Transport, Inner Membrane"
"R_HOMt2pp","Transport, Inner Membrane"
"R_CYStpp","Transport, Inner Membrane"
"R_ACSERtpp","Transport, Inner Membrane"
"R_2AGPE120tipp","Transport, Inner Membrane"
"R_G3PGabcpp","Transport, Inner Membrane"
"R_G3PIabcpp","Transport, Inner Membrane"
"R_G3PSabcpp","Transport, Inner Membrane"
"R_2AGPA120tipp","Transport, Inner Membrane"
"R_2AGPG180tipp","Transport, Inner Membrane"
"R_URAt2pp","Transport, Inner Membrane"
"R_ALAALAabcpp","Transport, Inner Membrane"
"R_HEXt2rpp","Transport, Inner Membrane"
"R_G3PEabcpp","Transport, Inner Membrane"
"R_G3PCabcpp","Transport, Inner Membrane"
"R_PROGLYabcpp","Transport, Inner Membrane"
"R_GTHRDabcpp","Transport, Inner Membrane"
"R_2AGPG140tipp","Transport, Inner Membrane"
"R_2AGPG160tipp","Transport, Inner Membrane"
"R_2AGPG141tipp","Transport, Inner Membrane"
"R_2AGPG161tipp","Transport, Inner Membrane"
"R_2AGPG181tipp","Transport, Inner Membrane"
"R_PG161abcpp","Transport, Inner Membrane"
"R_PGP120abcpp","Transport, Inner Membrane"
"R_PGP161abcpp","Transport, Inner Membrane"
"R_PGP181abcpp","Transport, Inner Membrane"
"R_PA120abcpp","Transport, Inner Membrane"
"R_PA160abcpp","Transport, Inner Membrane"
"R_PA181abcpp","Transport, Inner Membrane"
"R_12DGR141tipp","Transport, Inner Membrane"
"R_PG160abcpp","Transport, Inner Membrane"
"R_PGP140abcpp","Transport, Inner Membrane"
"R_GAMptspp","Transport, Inner Membrane"
"R_GSNt2pp","Transport, Inner Membrane"
"R_D-LACt2pp","Transport, Inner Membrane"
"R_12PPDStpp","Transport, Inner Membrane"
"R_H2tpp","Transport, Inner Membrane"
"R_PHEt2rpp","Transport, Inner Membrane"
"R_MELIBt3ipp","Transport, Inner Membrane"
"R_K2L4Aabcpp","Transport, Inner Membrane"
"R_12PPDRtpp","Transport, Inner Membrane"
"R_GAM6Pt6_2pp","Transport, Inner Membrane"
"R_F6Pt6_2pp","Transport, Inner Membrane"
"R_PPALtpp","Transport, Inner Membrane"
"R_12DGR140tipp","Transport, Inner Membrane"
"R_12DGR160tipp","Transport, Inner Membrane"
"R_12DGR180tipp","Transport, Inner Membrane"
"R_PE141abcpp","Transport, Inner Membrane"
"R_PE160abcpp","Transport, Inner Membrane"
"R_PE161abcpp","Transport, Inner Membrane"
"R_PG140abcpp","Transport, Inner Membrane"
"R_PG141abcpp","Transport, Inner Membrane"
"R_PG180abcpp","Transport, Inner Membrane"
"R_PG181abcpp","Transport, Inner Membrane"
"R_PGP141abcpp","Transport, Inner Membrane"
"R_PGP160abcpp","Transport, Inner Membrane"
"R_PGP180abcpp","Transport, Inner Membrane"
"R_PA140abcpp","Transport, Inner Membrane"
"R_12DGR120tipp","Transport, Inner Membrane"
"R_PG120abcpp","Transport, Inner Membrane"
"R_PE140abcpp","Transport, Inner Membrane"
"R_2AGPE181tipp","Transport, Inner Membrane"
"R_2AGPA140tipp","Transport, Inner Membrane"
"R_2AGPA160tipp","Transport, Inner Membrane"
"R_2AGPA180tipp","Transport, Inner Membrane"
"R_2AGPA141tipp","Transport, Inner Membrane"
"R_2AGPE140tipp","Transport, Inner Membrane"
"R_2AGPE160tipp","Transport, Inner Membrane"
"R_2AGPE180tipp","Transport, Inner Membrane"
"R_2AGPE141tipp","Transport, Inner Membrane"
"R_2AGPE161tipp","Transport, Inner Membrane"
"R_2AGPA161tipp","Transport, Inner Membrane"
"R_2AGPA181tipp","Transport, Inner Membrane"
"R_2AGPG120tipp","Transport, Inner Membrane"
"R_PA141abcpp","Transport, Inner Membrane"
"R_PA161abcpp","Transport, Inner Membrane"
"R_PA180abcpp","Transport, Inner Membrane"
"R_PE120abcpp","Transport, Inner Membrane"
"R_PE180abcpp","Transport, Inner Membrane"
"R_TDSR1","Transport, Inner Membrane"
"R_CGLYabcpp","Transport, Inner Membrane"
"R_PE181abcpp","Transport, Inner Membrane"
"R_12DGR161tipp","Transport, Inner Membrane"
"R_12DGR181tipp","Transport, Inner Membrane"
"R_TDSR2","Transport, Inner Membrane"
"R_GTHRDabc2pp","Transport, Inner Membrane"
"R_GLYBt2pp","Transport, Inner Membrane"
"R_DSERt2pp","Transport, Inner Membrane"
"R_ALAt4pp","Transport, Inner Membrane"
"R_LYSt3pp","Transport, Inner Membrane"
"R_CHLt2pp","Transport, Inner Membrane"
"R_GLYt4pp","Transport, Inner Membrane"
"R_FRULYSt2pp","Transport, Inner Membrane"
"R_23DAPPAt2pp","Transport, Inner Membrane"
"R_5DGLCNt2rpp","Transport, Inner Membrane"
"R_GALCTNt2pp","Transport, Inner Membrane"
"R_ARGt3pp","Transport, Inner Membrane"
"R_PPAt4pp","Transport, Inner Membrane"
"R_OROTt2_2pp","Transport, Inner Membrane"
"R_MALDt2_2pp","Transport, Inner Membrane"
"R_PSCLYSt2pp","Transport, Inner Membrane"
"R_LYSt2pp","Transport, Inner Membrane"
"R_GLYt2pp","Transport, Inner Membrane"
"R_ALAt2pp","Transport, Inner Membrane"
"R_BALAt2pp","Transport, Inner Membrane"
"R_DALAt2pp","Transport, Inner Membrane"
"R_GALCTNLt2pp","Transport, Inner Membrane"
"R_THYMt3pp","Transport, Inner Membrane"
"R_ETHAt2pp","Transport, Inner Membrane"
"R_ETOHtrpp","Transport, Inner Membrane"
"R_LALADGLUtpp","Transport, Inner Membrane"
"R_LALALGLUtpp","Transport, Inner Membrane"
"R_MEOHtrpp","Transport, Inner Membrane"
"R_5MTRtpp","Transport, Inner Membrane"
"R_3HPPtpp","Transport, Inner Membrane"
"R_BTNt2ipp","Transport, Inner Membrane"
"R_ARBTptspp","Transport, Inner Membrane"
"R_DMSOtpp","Transport, Inner Membrane"
"R_PYDXtpp","Transport, Inner Membrane"
"R_SUCASPtpp","Transport, Inner Membrane"
"R_SUCMALtpp","Transport, Inner Membrane"
"R_PYDXNtpp","Transport, Inner Membrane"
"R_PYDAMtpp","Transport, Inner Membrane"
"R_TARTt2_3pp","Transport, Inner Membrane"
"R_SUCTARTtpp","Transport, Inner Membrane"
"R_CHTBSptspp","Transport, Inner Membrane"
"R_TRPtipp","Transport, Inner Membrane"
"R_TYRtipp","Transport, Inner Membrane"
"R_SPMDt3pp","Transport, Inner Membrane"
"R_PHEtipp","Transport, Inner Membrane"
"R_MALt3pp","Transport, Inner Membrane"
"R_CITt3pp","Transport, Inner Membrane"
"R_QUIN2tpp","Transport, Inner Membrane"
"R_GLYC2Pabcpp","Transport, Inner Membrane"
"R_ALAtpp","Transport, Inner Membrane"
"R_DXYLONtpp","Transport, Inner Membrane"
"R_2DGLCptspp","Transport, Inner Membrane"
"R_23DOGULNt4pp","Transport, Inner Membrane"
"R_CHLt3pp","Transport, Inner Membrane"
"R_GLYBt3pp","Transport, Inner Membrane"
"R_AI2tpp","Transport, Inner Membrane"
"R_Ftpp","Transport, Inner Membrane"
"R_DHPStr","Transport, Inner Membrane"
"R_SQtr","Transport, Inner Membrane"
"R_CHOLATEtpp","Transport, Inner Membrane"
"R_4ABZGLUtr","Transport, Inner Membrane"
"R_CYSItpp","Transport, Inner Membrane"
"R_PUACGAMtr","Transport, Inner Membrane"
"R_LEUt2rpp","Transport, Inner Membrane"
"R_LCTStpp","Transport, Inner Membrane"
"R_ILEt3pp","Transport, Inner Membrane"
"R_METt3pp","Transport, Inner Membrane"
"R_GSNt3pp","Transport, Inner Membrane"
"R_LEUt3pp","Transport, Inner Membrane"
"R_INSt3pp","Transport, Inner Membrane"
"R_INDOLEt2rpp","Transport, Inner Membrane"
"R_ILEt2rpp","Transport, Inner Membrane"
"R_GLYtpp","Transport, Inner Membrane"
"R_FADt","Transport, Inner Membrane"
"R_AI2abcpp","Transport, Inner Membrane"
"R_4HBZt3pp","Transport, Inner Membrane"
"R_CH4t2pp","Transport, Inner Membrane"
"R_SERtpp","Transport, Inner Membrane"
"R_URATEtpp","Transport, Inner Membrane"
"R_MEPNabcpp","Transport, Inner Membrane"
"R_VALt2rpp","Transport, Inner Membrane"
"R_VALt3pp","Transport, Inner Membrane"
"R_MN2tipp","Transport, Inner Membrane"
"R_PSURItpp","Transport, Inner Membrane"
"R_METGLCURt2pp","Transport, Inner Membrane"
"R_FMNt","Transport, Inner Membrane"
"R_CUt2pp","Transport, Inner Membrane"
"R_THRt2rpp","Transport, Inner Membrane"
"R_SERt2rpp","Transport, Inner Membrane"
"R_URAtpp","Transport, Inner Membrane"
"R_ASPtpp","Transport, Inner Membrane"
"R_FUMt1pp","Transport, Inner Membrane"
"R_SUCCt1pp","Transport, Inner Membrane"
"R_GUAtex","Transport, Outer Membrane"
"R_INStex","Transport, Outer Membrane"
"R_CPGNtonex","Transport, Outer Membrane"
"R_FEENTERtonex","Transport, Outer Membrane"
"R_MALTTRtexi","Transport, Outer Membrane"
"R_MALTTTRtexi","Transport, Outer Membrane"
"R_MALTPTtexi","Transport, Outer Membrane"
"R_MALTtexi","Transport, Outer Membrane"
"R_GLCtex_copy1","Transport, Outer Membrane"
"R_FE3DCITtonex","Transport, Outer Membrane"
"R_DCYTtex","Transport, Outer Membrane"
"R_DURItex","Transport, Outer Membrane"
"R_URItex","Transport, Outer Membrane"
"R_ARBTNtex","Transport, Outer Membrane"
"R_PHEMEtiex","Transport, Outer Membrane"
"R_DDCAtexi","Transport, Outer Membrane"
"R_TTDCAtexi","Transport, Outer Membrane"
"R_HDCAtexi","Transport, Outer Membrane"
"R_OCDCAtexi","Transport, Outer Membrane"
"R_OCDCEAtexi","Transport, Outer Membrane"
"R_FECRMtonex","Transport, Outer Membrane"
"R_ARBTNtonex","Transport, Outer Membrane"
"R_ADNtex","Transport, Outer Membrane"
"R_FE3HOXtonex","Transport, Outer Membrane"
"R_14GLUCANtexi","Transport, Outer Membrane"
"R_DADNtex","Transport, Outer Membrane"
"R_ACNAMtex","Transport, Outer Membrane"
"R_CUt3","Transport, Outer Membrane"
"R_TTDCEAtexi","Transport, Outer Membrane"
"R_HDCEAtexi","Transport, Outer Membrane"
"R_MALTHXtexi","Transport, Outer Membrane"
"R_FE3DHBZStonex","Transport, Outer Membrane"
"R_FEOXAMtonex","Transport, Outer Membrane"
"R_MINOHPtexi","Transport, Outer Membrane"
"R_CMtpp","Transport, Outer Membrane"
"R_FUSAtpp","Transport, Outer Membrane"
"R_RFAMPtex","Transport, Outer Membrane"
"R_MINCYCtpp","Transport, Outer Membrane"
"R_DOXRBCNtpp","Transport, Outer Membrane"
"R_NOVBCNtpp","Transport, Outer Membrane"
"R_NOVBCNtex","Transport, Outer Membrane"
"R_TTRCYCtpp","Transport, Outer Membrane"
"R_RFAMPtpp","Transport, Outer Membrane"
"R_CH4tex","Transport, Outer Membrane"
"R_DHPStex","Transport, Outer Membrane"
"R_FMNtex","Transport, Outer Membrane"
"R_CLBtex","Transport, Outer Membrane"
"R_FADtex","Transport, Outer Membrane"
"R_2DGLCtex","Transport, Outer Membrane"
"R_SQtex","Transport, Outer Membrane"
"R_CBL1tonex","Transport, Outer Membrane"
"R_CBItonex","Transport, Outer Membrane"
"R_CS1tex","Transport, Outer Membrane"
