"Reaction ID","Subsystem"
"R_PERD_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_E4PD_b1779_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_E4PD_b2927_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_FADRx_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_FADRx2_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_FE3Ri_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_FCLT_b0475_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_FCLT_b1019_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_FCLT_b2431_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_FLVR_b2764_b2763_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_FLVR_b3844_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_FLVRx_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_FMNAT_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_FMNRx_b0937_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_FMNRx_b3844_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_FMNRx2_b0937_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_FMNRx2_b2764_b2763_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_FMNRx2_b3844_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_FALDH2_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_FALGTHLs_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_GLUCYS_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_GDPDPK_b2784_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_GDPDPK_b3650_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_GRTT_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_G1SAT_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_GLUTRR_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_GTHRDHpp_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_GTHOr_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_GTHS_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_GTPCI_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_GTPCII2_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_GTPDPK_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_GDPTPDP_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_PPGPPDP_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_GTPDPDP_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_HEMEOS_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_HBZOPT_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_HETZK_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_HMBS_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_HMPK1_b2103_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_HMPK1_b2418_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_HYPOE_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_FESD2s_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_FESD1s_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_FESR_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_I2FE2SR_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_I2FE2SS_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_I2FE2SS2_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_I2FE2ST_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_I4FE4SR_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_I4FE4ST_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_ICYSDS_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_ICHORT_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_IPDDI_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_ASPO3_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_ASPO4_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_ASPO5_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_ASPO6_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_LIPOS_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_LIPATPT_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_LIPAMPL_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_LIPOCT_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_MALCOAMT_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_MOADSUx_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_MOCOS_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_MPTAT_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_MOCDS_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_MOGDS_b3857_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_MOGDS_b3857_b3856_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_MPTS_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_MPTSS_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_NADDP_b2411_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_NADDP_b3996_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_NADK_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_NADN_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_NADS1_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_NADPPPS_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_NNAM_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_NMNAT_b0639_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_NMNAT_b4390_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_NMNDA_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_NNDMBRT_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_NNDPR_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_NAMNPP_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_NMNN_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_OHPBAT_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_SUCBZL_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_SUCBZS_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_OCTNLL_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_OCTDPS_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_OPHBDC_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_CPPPGO2_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_4ABZGLUH_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_PTPATi_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_PNTK_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_PANTS_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_PMPK_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_PPNCL2_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_PPCDC_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_PMEACPE_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_PPBNGS_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_PPPGO_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_PPPGO3_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_PYDXPP_b0446_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_PYDXPP_b0675_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_PYDXPP_b0766_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_PYDXPP_b3826_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_PYDXK_b1636_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_PYDXK_b2418_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_PYAM5PO_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_PYDAMK_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_PDXPP_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_PDX5POi_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_PDX5PO2_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_PDX5PS_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_PYDXNK_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_PMDPHT_b0844_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_PMDPHT_b3812_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_QULNS_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_RBFK_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_RBFSa_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_RBFSb_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_AMMQLT8_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_SFGTHi_b0355_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_SFGTHi_b2154_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_SHCHD2_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_SHCHF_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_S2FE2SR_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_S2FE2SS_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_S2FE2SS2_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_S2FE2ST_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_S4FE4SR_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_S4FE4ST_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_SCYSDS_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_ThDPAT_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_TDP_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_TMK_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_TMPPP_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_TMPK_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_THZPSN3_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_TPRDCOAS_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_BWCOS_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_BWCOGDS2_b3857_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_BWCOGDS2_b3857_b3856_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_BWCOGDS1_b3857_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_BWCOGDS1_b3857_b3856_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_WCOS_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_TYRL_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_UDCPDPS_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_UPPDC1_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_UPP3MT_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_UPP3S_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_ICHORS_copy1_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_ICHORS_copy2_rev","Cofactor and Prosthetic Group Biosynthesis"
"R_MCPST","Cys Metabolism"
"R_BPNT","Cys Metabolism"
"R_ADSK","Cys Metabolism"
"R_AMPTASECG_b0237","Cys Metabolism"
"R_AMPTASECG_b0932","Cys Metabolism"
"R_AMPTASECG_b2523","Cys Metabolism"
"R_AMPTASECG_b4260","Cys Metabolism"
"R_CYSDS_b3008","Cys Metabolism"
"R_CYSDS_b3708","Cys Metabolism"
"R_CYSS_b2414","Cys Metabolism"
"R_CYSS_b2421","Cys Metabolism"
"R_CYSTA","Cys Metabolism"
"R_CYSDDS","Cys Metabolism"
"R_CYSSADS_b1680","Cys Metabolism"
"R_CYSSADS_b2810","Cys Metabolism"
"R_PAPSR2_b0849_b2762","Cys Metabolism"
"R_PAPSR2_b1064_b2762","Cys Metabolism"
"R_PAPSR2_b1654_b2762","Cys Metabolism"
"R_PAPSR2_b3610_b2762","Cys Metabolism"
"R_PAPSR_b2582_b2762","Cys Metabolism"
"R_PAPSR_b3781_b2762","Cys Metabolism"
"R_SERAT","Cys Metabolism"
"R_SADT2","Cys Metabolism"
"R_SULR","Cys Metabolism"
"R_MCPST_fwd","Cys Metabolism"
"R_BPNT_fwd","Cys Metabolism"
"R_ADSK_fwd","Cys Metabolism"
"R_AMPTASECG_b0237_fwd","Cys Metabolism"
"R_AMPTASECG_b0932_fwd","Cys Metabolism"
"R_AMPTASECG_b2523_fwd","Cys Metabolism"
"R_AMPTASECG_b4260_fwd","Cys Metabolism"
"R_CYSDS_b3008_fwd","Cys Metabolism"
"R_CYSDS_b3708_fwd","Cys Metabolism"
"R_CYSS_b2414_fwd","Cys Metabolism"
"R_CYSS_b2421_fwd","Cys Metabolism"
"R_CYSTA_fwd","Cys Metabolism"
"R_CYSDDS_fwd","Cys Metabolism"
"R_CYSSADS_b1680_fwd","Cys Metabolism"
"R_CYSSADS_b2810_fwd","Cys Metabolism"
"R_PAPSR2_b0849_b2762_fwd","Cys Metabolism"
"R_PAPSR2_b1064_b2762_fwd","Cys Metabolism"
"R_PAPSR2_b1654_b2762_fwd","Cys Metabolism"
"R_PAPSR2_b3610_b2762_fwd","Cys Metabolism"
"R_PAPSR_b2582_b2762_fwd","Cys Metabolism"
"R_PAPSR_b3781_b2762_fwd","Cys Metabolism"
"R_SERAT_fwd","Cys Metabolism"
"R_SADT2_fwd","Cys Metabolism"
"R_SULR_fwd","Cys Metabolism"
"R_MCPST_rev","Cys Metabolism"
"R_BPNT_rev","Cys Metabolism"
"R_ADSK_rev","Cys Metabolism"
"R_AMPTASECG_b0237_rev","Cys Metabolism"
"R_AMPTASECG_b0932_rev","Cys Metabolism"
"R_AMPTASECG_b2523_rev","Cys Metabolism"
"R_AMPTASECG_b4260_rev","Cys Metabolism"
"R_CYSDS_b3008_rev","Cys Metabolism"
"R_CYSDS_b3708_rev","Cys Metabolism"
"R_CYSS_b2414_rev","Cys Metabolism"
"R_CYSS_b2421_rev","Cys Metabolism"
"R_CYSTA_rev","Cys Metabolism"
"R_CYSDDS_rev","Cys Metabolism"
"R_CYSSADS_b1680_rev","Cys Metabolism"
"R_CYSSADS_b2810_rev","Cys Metabolism"
"R_PAPSR2_b0849_b2762_rev","Cys Metabolism"
"R_PAPSR2_b1064_b2762_rev","Cys Metabolism"
"R_PAPSR2_b1654_b2762_rev","Cys Metabolism"
"R_PAPSR2_b3610_b2762_rev","Cys Metabolism"
"R_PAPSR_b2582_b2762_rev","Cys Metabolism"
"R_PAPSR_b3781_b2762_rev","Cys Metabolism"
"R_SERAT_rev","Cys Metabolism"
"R_SADT2_rev","Cys Metabolism"
"R_SULR_rev","Cys Metabolism"
"R_EX_glyc__R_e","Exchange"
"R_EX_pnto__R_e","Exchange"
"R_EX_12ppd__R_e","Exchange"
"R_EX_12ppd__S_e","Exchange"
"R_EX_arbtn_fe3_e","Exchange"
"R_EX_gal_bD_e","Exchange"
"R_EX_ala_B_e","Exchange"
"R_EX_cpgn_un_e","Exchange"
"R_EX_ala__D_e","Exchange"
"R_EX_all__D_e","Exchange"
"R_EX_crn__D_e","Exchange"
"R_EX_cys__D_e","Exchange"
"R_EX_galct__D_e","Exchange"
"R_EX_galctn__D_e","Exchange"
"R_EX_lac__D_e","Exchange"
"R_D_LACtex","Exchange"
"R_D_LACt2pp","Exchange"
"R_EX_mal__D_e","Exchange"
"R_EX_met__D_e","Exchange"
"R_EX_rib__D_e","Exchange"
"R_EX_ser__D_e","Exchange"
"R_EX_sbt__D_e","Exchange"
"R_EX_tartr__D_e","Exchange"
"R_EX_xyl__D_e","Exchange"
"R_EX_dad_2_e","Exchange"
"R_EX_fe3hox_un_e","Exchange"
"R_EX_fecrm_un_e","Exchange"
"R_EX_feoxam_un_e","Exchange"
"R_EX_ala__L_e","Exchange"
"R_EX_arab__L_e","Exchange"
"R_EX_arg__L_e","Exchange"
"R_EX_ascb__L_e","Exchange"
"R_EX_asn__L_e","Exchange"
"R_EX_asp__L_e","Exchange"
"R_EX_cys__L_e","Exchange"
"R_EX_fuc__L_e","Exchange"
"R_EX_galctn__L_e","Exchange"
"R_EX_glu__L_e","Exchange"
"R_EX_gln__L_e","Exchange"
"R_EX_his__L_e","Exchange"
"R_EX_hom__L_e","Exchange"
"R_EX_idon__L_e","Exchange"
"R_EX_ile__L_e","Exchange"
"R_EX_lac__L_e","Exchange"
"R_EX_leu__L_e","Exchange"
"R_EX_lys__L_e","Exchange"
"R_EX_lyx__L_e","Exchange"
"R_EX_mal__L_e","Exchange"
"R_EX_met__L_e","Exchange"
"R_EX_metsox_S__L_e","Exchange"
"R_EX_metsox_R__L_e","Exchange"
"R_EX_phe__L_e","Exchange"
"R_EX_pro__L_e","Exchange"
"R_EX_ser__L_e","Exchange"
"R_EX_tartr__L_e","Exchange"
"R_EX_thr__L_e","Exchange"
"R_EX_trp__L_e","Exchange"
"R_EX_tyr__L_e","Exchange"
"R_EX_val__L_e","Exchange"
"R_EX_xylu__L_e","Exchange"
"R_EX_26dap__M_e","Exchange"
"R_EX_pser__L_e","Exchange"
"R_EX_glyc__R_e_fwd","Exchange"
"R_EX_pnto__R_e_fwd","Exchange"
"R_EX_12ppd__R_e_fwd","Exchange"
"R_EX_12ppd__S_e_fwd","Exchange"
"R_EX_arbtn_fe3_e_fwd","Exchange"
"R_EX_gal_bD_e_fwd","Exchange"
"R_EX_ala_B_e_fwd","Exchange"
"R_EX_cpgn_un_e_fwd","Exchange"
"R_EX_ala__D_e_fwd","Exchange"
"R_EX_all__D_e_fwd","Exchange"
"R_EX_crn__D_e_fwd","Exchange"
"R_EX_cys__D_e_fwd","Exchange"
"R_EX_galct__D_e_fwd","Exchange"
"R_EX_galctn__D_e_fwd","Exchange"
"R_EX_lac__D_e_fwd","Exchange"
"R_D_LACtex_fwd","Exchange"
"R_D_LACt2pp_fwd","Exchange"
"R_EX_mal__D_e_fwd","Exchange"
"R_EX_met__D_e_fwd","Exchange"
"R_EX_rib__D_e_fwd","Exchange"
"R_EX_ser__D_e_fwd","Exchange"
"R_EX_sbt__D_e_fwd","Exchange"
"R_EX_tartr__D_e_fwd","Exchange"
"R_EX_xyl__D_e_fwd","Exchange"
"R_EX_dad_2_e_fwd","Exchange"
"R_EX_fe3hox_un_e_fwd","Exchange"
"R_EX_fecrm_un_e_fwd","Exchange"
"R_EX_feoxam_un_e_fwd","Exchange"
"R_EX_ala__L_e_fwd","Exchange"
"R_EX_arab__L_e_fwd","Exchange"
"R_EX_arg__L_e_fwd","Exchange"
"R_EX_ascb__L_e_fwd","Exchange"
"R_EX_asn__L_e_fwd","Exchange"
"R_EX_asp__L_e_fwd","Exchange"
"R_EX_cys__L_e_fwd","Exchange"
"R_EX_fuc__L_e_fwd","Exchange"
"R_EX_galctn__L_e_fwd","Exchange"
"R_EX_glu__L_e_fwd","Exchange"
"R_EX_gln__L_e_fwd","Exchange"
"R_EX_his__L_e_fwd","Exchange"
"R_EX_hom__L_e_fwd","Exchange"
"R_EX_idon__L_e_fwd","Exchange"
"R_EX_ile__L_e_fwd","Exchange"
"R_EX_lac__L_e_fwd","Exchange"
"R_EX_leu__L_e_fwd","Exchange"
"R_EX_lys__L_e_fwd","Exchange"
"R_EX_lyx__L_e_fwd","Exchange"
"R_EX_mal__L_e_fwd","Exchange"
"R_EX_met__L_e_fwd","Exchange"
"R_EX_metsox_S__L_e_fwd","Exchange"
"R_EX_metsox_R__L_e_fwd","Exchange"
"R_EX_phe__L_e_fwd","Exchange"
"R_EX_pro__L_e_fwd","Exchange"
"R_EX_ser__L_e_fwd","Exchange"
"R_EX_tartr__L_e_fwd","Exchange"
"R_EX_thr__L_e_fwd","Exchange"
"R_EX_trp__L_e_fwd","Exchange"
"R_EX_tyr__L_e_fwd","Exchange"
"R_EX_val__L_e_fwd","Exchange"
"R_EX_xylu__L_e_fwd","Exchange"
"R_EX_26dap__M_e_fwd","Exchange"
"R_EX_pser__L_e_fwd","Exchange"
"R_EX_glyc__R_e_rev","Exchange"
"R_EX_pnto__R_e_rev","Exchange"
"R_EX_12ppd__R_e_rev","Exchange"
"R_EX_12ppd__S_e_rev","Exchange"
"R_EX_arbtn_fe3_e_rev","Exchange"
"R_EX_gal_bD_e_rev","Exchange"
"R_EX_ala_B_e_rev","Exchange"
"R_EX_cpgn_un_e_rev","Exchange"
"R_EX_ala__D_e_rev","Exchange"
"R_EX_all__D_e_rev","Exchange"
"R_EX_crn__D_e_rev","Exchange"
"R_EX_cys__D_e_rev","Exchange"
"R_EX_galct__D_e_rev","Exchange"
"R_EX_galctn__D_e_rev","Exchange"
"R_EX_lac__D_e_rev","Exchange"
"R_D_LACtex_rev","Exchange"
"R_D_LACt2pp_rev","Exchange"
"R_EX_mal__D_e_rev","Exchange"
"R_EX_met__D_e_rev","Exchange"
"R_EX_rib__D_e_rev","Exchange"
"R_EX_ser__D_e_rev","Exchange"
"R_EX_sbt__D_e_rev","Exchange"
"R_EX_tartr__D_e_rev","Exchange"
"R_EX_xyl__D_e_rev","Exchange"
"R_EX_dad_2_e_rev","Exchange"
"R_EX_fe3hox_un_e_rev","Exchange"
"R_EX_fecrm_un_e_rev","Exchange"
"R_EX_feoxam_un_e_rev","Exchange"
"R_EX_ala__L_e_rev","Exchange"
"R_EX_arab__L_e_rev","Exchange"
"R_EX_arg__L_e_rev","Exchange"
"R_EX_ascb__L_e_rev","Exchange"
"R_EX_asn__L_e_rev","Exchange"
"R_EX_asp__L_e_rev","Exchange"
"R_EX_cys__L_e_rev","Exchange"
"R_EX_fuc__L_e_rev","Exchange"
"R_EX_galctn__L_e_rev","Exchange"
"R_EX_glu__L_e_rev","Exchange"
"R_EX_gln__L_e_rev","Exchange"
"R_EX_his__L_e_rev","Exchange"
"R_EX_hom__L_e_rev","Exchange"
"R_EX_idon__L_e_rev","Exchange"
"R_EX_ile__L_e_rev","Exchange"
"R_EX_lac__L_e_rev","Exchange"
"R_EX_leu__L_e_rev","Exchange"
"R_EX_lys__L_e_rev","Exchange"
"R_EX_lyx__L_e_rev","Exchange"
"R_EX_mal__L_e_rev","Exchange"
"R_EX_met__L_e_rev","Exchange"
"R_EX_metsox_S__L_e_rev","Exchange"
"R_EX_metsox_R__L_e_rev","Exchange"
"R_EX_phe__L_e_rev","Exchange"
"R_EX_pro__L_e_rev","Exchange"
"R_EX_ser__L_e_rev","Exchange"
"R_EX_tartr__L_e_rev","Exchange"
"R_EX_thr__L_e_rev","Exchange"
"R_EX_trp__L_e_rev","Exchange"
"R_EX_tyr__L_e_rev","Exchange"
"R_EX_val__L_e_rev","Exchange"
"R_EX_xylu__L_e_rev","Exchange"
"R_EX_26dap__M_e_rev","Exchange"
"R_EX_pser__L_e_rev","Exchange"
"R_MTHFR2","Folate Metabolism"
"R_FOMETRi","Folate Metabolism"
"R_FTHFLi","Folate Metabolism"
"R_FTHFD","Folate Metabolism"
"R_GLYCL","Folate Metabolism"
"R_GCALDD","Folate Metabolism"
"R_MTHFC","Folate Metabolism"
"R_MTHFD","Folate Metabolism"
"R_THFAT","Folate Metabolism"
"R_MTHFR2_fwd","Folate Metabolism"
"R_FOMETRi_fwd","Folate Metabolism"
"R_FTHFLi_fwd","Folate Metabolism"
"R_FTHFD_fwd","Folate Metabolism"
"R_GLYCL_fwd","Folate Metabolism"
"R_GCALDD_fwd","Folate Metabolism"
"R_MTHFC_fwd","Folate Metabolism"
"R_MTHFD_fwd","Folate Metabolism"
"R_THFAT_fwd","Folate Metabolism"
"R_MTHFR2_rev","Folate Metabolism"
"R_FOMETRi_rev","Folate Metabolism"
"R_FTHFLi_rev","Folate Metabolism"
"R_FTHFD_rev","Folate Metabolism"
"R_GLYCL_rev","Folate Metabolism"
"R_GCALDD_rev","Folate Metabolism"
"R_MTHFC_rev","Folate Metabolism"
"R_MTHFD_rev","Folate Metabolism"
"R_THFAT_rev","Folate Metabolism"
"R_GLUDC_b1493","Glu Metabolism"
"R_GLUDC_b3517","Glu Metabolism"
"R_GLUDy_b1761","Glu Metabolism"
"R_GLUDy_b3213_b3212","Glu Metabolism"
"R_GLUSy","Glu Metabolism"
"R_GLUN_b0485","Glu Metabolism"
"R_GLUN_b1524","Glu Metabolism"
"R_GLUNpp","Glu Metabolism"
"R_GLNS","Glu Metabolism"
"R_GLUDC_b1493_fwd","Glu Metabolism"
"R_GLUDC_b3517_fwd","Glu Metabolism"
"R_GLUDy_b1761_fwd","Glu Metabolism"
"R_GLUDy_b3213_b3212_fwd","Glu Metabolism"
"R_GLUSy_fwd","Glu Metabolism"
"R_GLUN_b0485_fwd","Glu Metabolism"
"R_GLUN_b1524_fwd","Glu Metabolism"
"R_GLUNpp_fwd","Glu Metabolism"
"R_GLNS_fwd","Glu Metabolism"
"R_GLUDC_b1493_rev","Glu Metabolism"
"R_GLUDC_b3517_rev","Glu Metabolism"
"R_GLUDy_b1761_rev","Glu Metabolism"
"R_GLUDy_b3213_b3212_rev","Glu Metabolism"
"R_GLUSy_rev","Glu Metabolism"
"R_GLUN_b0485_rev","Glu Metabolism"
"R_GLUN_b1524_rev","Glu Metabolism"
"R_GLUNpp_rev","Glu Metabolism"
"R_GLNS_rev","Glu Metabolism"
"R_AGPAT161","Glycerophospholipid Metabolism"
"R_AGPAT160","Glycerophospholipid Metabolism"
"R_AGPAT181","Glycerophospholipid Metabolism"
"R_AGPAT180","Glycerophospholipid Metabolism"
"R_AGPAT141","Glycerophospholipid Metabolism"
"R_AGPAT120","Glycerophospholipid Metabolism"
"R_AGPAT140","Glycerophospholipid Metabolism"
"R_2AGPEAT120","Glycerophospholipid Metabolism"
"R_2AGPEAT140","Glycerophospholipid Metabolism"
"R_2AGPEAT141","Glycerophospholipid Metabolism"
"R_2AGPEAT160","Glycerophospholipid Metabolism"
"R_2AGPEAT161","Glycerophospholipid Metabolism"
"R_2AGPEAT180","Glycerophospholipid Metabolism"
"R_2AGPEAT181","Glycerophospholipid Metabolism"
"R_2AGPGAT120","Glycerophospholipid Metabolism"
"R_2AGPGAT140","Glycerophospholipid Metabolism"
"R_2AGPGAT141","Glycerophospholipid Metabolism"
"R_2AGPGAT160","Glycerophospholipid Metabolism"
"R_2AGPGAT161","Glycerophospholipid Metabolism"
"R_2AGPGAT180","Glycerophospholipid Metabolism"
"R_2AGPGAT181","Glycerophospholipid Metabolism"
"R_ACPPAT120","Glycerophospholipid Metabolism"
"R_ACPPAT140","Glycerophospholipid Metabolism"
"R_ACPPAT141","Glycerophospholipid Metabolism"
"R_ACPPAT160","Glycerophospholipid Metabolism"
"R_ACPPAT161","Glycerophospholipid Metabolism"
"R_ACPPAT180","Glycerophospholipid Metabolism"
"R_ACPPAT181","Glycerophospholipid Metabolism"
"R_APG3PAT120","Glycerophospholipid Metabolism"
"R_APG3PAT140","Glycerophospholipid Metabolism"
"R_APG3PAT141","Glycerophospholipid Metabolism"
"R_APG3PAT160","Glycerophospholipid Metabolism"
"R_APG3PAT161","Glycerophospholipid Metabolism"
"R_APG3PAT180","Glycerophospholipid Metabolism"
"R_APG3PAT181","Glycerophospholipid Metabolism"
"R_APH120","Glycerophospholipid Metabolism"
"R_APH140","Glycerophospholipid Metabolism"
"R_APH141","Glycerophospholipid Metabolism"
"R_APH160","Glycerophospholipid Metabolism"
"R_APH161","Glycerophospholipid Metabolism"
"R_APH180","Glycerophospholipid Metabolism"
"R_APH181","Glycerophospholipid Metabolism"
"R_ALR4x","Glycerophospholipid Metabolism"
"R_CLPNH120pp","Glycerophospholipid Metabolism"
"R_CLPNH140pp","Glycerophospholipid Metabolism"
"R_CLPNH141pp","Glycerophospholipid Metabolism"
